tweet_id,user_id,user_screen_name,full_text,created_at,retweet_count,favorite_count,retweeted,favorited,possibly_sensitive,truncated,in_reply_to_screen_name,in_reply_to_status_id_str,in_reply_to_user_id_str,is_quote_status,quoted_status_id_str,quoted_user_id_str,retweeted_status_id_str,retweeted_user_id_str,media,hashtags,lang,place,root_node,keyword,crawled_date,crawled_time
1386836547337474051,2218026914,WHOPhilippines,"Health workers are our #VaccineChampions, who bring vaccination services even in the most difficult conditions and remotest corners.

#VaccinesWork #WorldImmunizationWeek",Tue Apr 27 00:16:13 +0000 2021,0,0,False,False,,False,WHOPhilippines,1386836544133025794,2218026914,False,,,,,,True,en,,1386836547337474051,,2021-04-27,08:30:18
1386836544133025794,2218026914,WHOPhilippines,"Appreciate your health workers today! 💙
 
Send them a thank-you message for their hard work in protecting your community from vaccine-preventable diseases.

#VaccinesWork #WorldImmunizationWeek

Photo: WHO/Blink - V Villafranca https://t.co/kTt9Q9cnw9",Tue Apr 27 00:16:12 +0000 2021,0,1,False,False,False,False,,,,False,,,,,photo,True,en,,1386836544133025794,,2021-04-27,08:30:18
1386834199210987520,2218026914,WHOPhilippines,"Protektahan si baby laban sa mga sakit gaya ng:

Beke
Dipterya
German measles
Hepatitis B
Meningitis
Pertussis
Polio
Pulmonya
Tetano
Tigdas
TB

Kumpletuhin ang bakuna ni baby!

#VaccinesWork #WorldImmunizationWeek",Tue Apr 27 00:06:53 +0000 2021,0,0,False,False,,False,WHOPhilippines,1386834195591303168,2218026914,False,,,,,,True,in,,1386834199210987520,,2021-04-27,08:30:18
1386834195591303168,2218026914,WHOPhilippines,"Kahit sa kalagitnaan ng #COVID19, kumpletuhin pa rin ang bakuna ng iyong anak upang maprotektahan siya laban sa ibang mga sakit.

Limang🖐 bisita lang ang kailangan hanggang sa unang birthday niya. Bumisita sa pinakamalapit na health center! 

#VaccinesWork #WorldImmunizationWeek https://t.co/4gYmNYycDm",Tue Apr 27 00:06:53 +0000 2021,0,1,False,False,False,False,,,,False,,,,,photo,True,tl,,1386834195591303168,,2021-04-27,08:30:18
1386836106121859074,3552892393,mgdrolbes,"RT @DOHgovph: Paano nga ba gagawin ang registration ng mga senior citizen? Sinu-sino ang kabilang sa Priority Group A3?

Ito ang Fast Five! Mayroon tayong limang minuto para tanungin ang mga eksperto tungkol sa COVID-19 Vaccines! https://t.co/bFpduukulH",Tue Apr 27 00:14:28 +0000 2021,3,0,False,False,,False,,,,False,,,1386833401273982978,186347409,,False,tl,,1386833401273982978,,2021-04-27,08:30:26
1386833962945843200,196208087,simplejped,"RT @DOHgovph: Paano nga ba gagawin ang registration ng mga senior citizen? Sinu-sino ang kabilang sa Priority Group A3?

Ito ang Fast Five! Mayroon tayong limang minuto para tanungin ang mga eksperto tungkol sa COVID-19 Vaccines! https://t.co/bFpduukulH",Tue Apr 27 00:05:57 +0000 2021,3,0,False,False,,False,,,,False,,,1386833401273982978,186347409,,False,tl,,1386833401273982978,,2021-04-27,08:30:26
1386840083500716032,1353657570481721345,Mang_TomasIAm,@DOHgovph Yay Beverly Ho!,Tue Apr 27 00:30:16 +0000 2021,0,0,False,False,,False,DOHgovph,1386833401273982978,186347409,False,,,,,,False,en,,1386833401273982978,,2021-04-27,08:30:27
1386833404805611521,186347409,DOHgovph,"Alamin ang sagot ni Dr. Beverly Ho tungkol sa pagbabakuna kontra COVID-19 ng priority groups A2 at A3.

#RESBAKUNA, kasangga ng mga BIDA! Sama sama tayo sa #BIDABakunation

#BIDASolusyon Plus sa COVID-19
#ExplainExplainExplain
#BIDAangMayDisiplina",Tue Apr 27 00:03:44 +0000 2021,0,1,False,False,,False,DOHgovph,1386833401273982978,186347409,False,,,,,,True,tl,,1386833401273982978,,2021-04-27,08:30:27
1386836547337474051,2218026914,WHOPhilippines,"Health workers are our #VaccineChampions, who bring vaccination services even in the most difficult conditions and remotest corners.

#VaccinesWork #WorldImmunizationWeek",Tue Apr 27 00:16:13 +0000 2021,0,0,False,False,,False,WHOPhilippines,1386836544133025794,2218026914,False,,,,,,True,en,,1386836544133025794,,2021-04-27,08:30:27
1386834199210987520,2218026914,WHOPhilippines,"Protektahan si baby laban sa mga sakit gaya ng:

Beke
Dipterya
German measles
Hepatitis B
Meningitis
Pertussis
Polio
Pulmonya
Tetano
Tigdas
TB

Kumpletuhin ang bakuna ni baby!

#VaccinesWork #WorldImmunizationWeek",Tue Apr 27 00:06:53 +0000 2021,0,0,False,False,,False,WHOPhilippines,1386834195591303168,2218026914,False,,,,,,True,in,,1386834195591303168,,2021-04-27,08:30:27
1386833404805611521,186347409,DOHgovph,"Alamin ang sagot ni Dr. Beverly Ho tungkol sa pagbabakuna kontra COVID-19 ng priority groups A2 at A3.

#RESBAKUNA, kasangga ng mga BIDA! Sama sama tayo sa #BIDABakunation

#BIDASolusyon Plus sa COVID-19
#ExplainExplainExplain
#BIDAangMayDisiplina",Tue Apr 27 00:03:44 +0000 2021,2,3,False,False,,False,DOHgovph,1386833401273982978,186347409,False,,,,,,True,tl,,1386833404805611521,,2021-04-27,08:45:12
1386833401273982978,186347409,DOHgovph,"Paano nga ba gagawin ang registration ng mga senior citizen? Sinu-sino ang kabilang sa Priority Group A3?

Ito ang Fast Five! Mayroon tayong limang minuto para tanungin ang mga eksperto tungkol sa COVID-19 Vaccines! https://t.co/bFpduukulH",Tue Apr 27 00:03:43 +0000 2021,7,6,False,False,False,False,,,,False,,,,,video,False,tl,,1386833401273982978,,2021-04-27,08:45:12
1386836547337474051,2218026914,WHOPhilippines,"Health workers are our #VaccineChampions, who bring vaccination services even in the most difficult conditions and remotest corners.

#VaccinesWork #WorldImmunizationWeek",Tue Apr 27 00:16:13 +0000 2021,0,0,False,False,,False,WHOPhilippines,1386836544133025794,2218026914,False,,,,,,True,en,,1386836547337474051,,2021-04-27,08:45:12
1386836544133025794,2218026914,WHOPhilippines,"Appreciate your health workers today! 💙
 
Send them a thank-you message for their hard work in protecting your community from vaccine-preventable diseases.

#VaccinesWork #WorldImmunizationWeek

Photo: WHO/Blink - V Villafranca https://t.co/kTt9Q9cnw9",Tue Apr 27 00:16:12 +0000 2021,1,4,False,False,False,False,,,,False,,,,,photo,True,en,,1386836544133025794,,2021-04-27,08:45:12
1386834199210987520,2218026914,WHOPhilippines,"Protektahan si baby laban sa mga sakit gaya ng:

Beke
Dipterya
German measles
Hepatitis B
Meningitis
Pertussis
Polio
Pulmonya
Tetano
Tigdas
TB

Kumpletuhin ang bakuna ni baby!

#VaccinesWork #WorldImmunizationWeek",Tue Apr 27 00:06:53 +0000 2021,0,0,False,False,,False,WHOPhilippines,1386834195591303168,2218026914,False,,,,,,True,in,,1386834199210987520,,2021-04-27,08:45:12
1386834195591303168,2218026914,WHOPhilippines,"Kahit sa kalagitnaan ng #COVID19, kumpletuhin pa rin ang bakuna ng iyong anak upang maprotektahan siya laban sa ibang mga sakit.

Limang🖐 bisita lang ang kailangan hanggang sa unang birthday niya. Bumisita sa pinakamalapit na health center! 

#VaccinesWork #WorldImmunizationWeek https://t.co/4gYmNYycDm",Tue Apr 27 00:06:53 +0000 2021,1,3,False,False,False,False,,,,False,,,,,photo,True,tl,,1386834195591303168,,2021-04-27,08:45:12
1386841038749200384,1243752917502291969,PNPMankayanMPS,"RT @DOHgovph: Alamin ang sagot ni Dr. Beverly Ho tungkol sa pagbabakuna kontra COVID-19 ng priority groups A2 at A3.

#RESBAKUNA, kasangga ng mga BIDA! Sama sama tayo sa #BIDABakunation

#BIDASolusyon Plus sa COVID-19
#ExplainExplainExplain
#BIDAangMayDisiplina",Tue Apr 27 00:34:04 +0000 2021,2,0,False,False,,False,,,,False,,,1386833404805611521,186347409,,True,tl,,1386833404805611521,,2021-04-27,08:45:22
1386840705947955203,1157523067775492096,CuruanS,"RT @DOHgovph: Alamin ang sagot ni Dr. Beverly Ho tungkol sa pagbabakuna kontra COVID-19 ng priority groups A2 at A3.

#RESBAKUNA, kasangga ng mga BIDA! Sama sama tayo sa #BIDABakunation

#BIDASolusyon Plus sa COVID-19
#ExplainExplainExplain
#BIDAangMayDisiplina",Tue Apr 27 00:32:45 +0000 2021,2,0,False,False,,False,,,,False,,,1386833404805611521,186347409,,True,tl,,1386833404805611521,,2021-04-27,08:45:22
1386843812480180224,158935327,little_b_o_y,"RT @DOHgovph: Paano nga ba gagawin ang registration ng mga senior citizen? Sinu-sino ang kabilang sa Priority Group A3?

Ito ang Fast Five! Mayroon tayong limang minuto para tanungin ang mga eksperto tungkol sa COVID-19 Vaccines! https://t.co/bFpduukulH",Tue Apr 27 00:45:05 +0000 2021,7,0,False,False,,False,,,,False,,,1386833401273982978,186347409,,False,tl,,1386833401273982978,,2021-04-27,08:45:22
1386841019413458950,1243752917502291969,PNPMankayanMPS,"RT @DOHgovph: Paano nga ba gagawin ang registration ng mga senior citizen? Sinu-sino ang kabilang sa Priority Group A3?

Ito ang Fast Five! Mayroon tayong limang minuto para tanungin ang mga eksperto tungkol sa COVID-19 Vaccines! https://t.co/bFpduukulH",Tue Apr 27 00:33:59 +0000 2021,7,0,False,False,,False,,,,False,,,1386833401273982978,186347409,,False,tl,,1386833401273982978,,2021-04-27,08:45:22
1386840660028780546,1157523067775492096,CuruanS,"RT @DOHgovph: Paano nga ba gagawin ang registration ng mga senior citizen? Sinu-sino ang kabilang sa Priority Group A3?

Ito ang Fast Five! Mayroon tayong limang minuto para tanungin ang mga eksperto tungkol sa COVID-19 Vaccines! https://t.co/bFpduukulH",Tue Apr 27 00:32:34 +0000 2021,7,0,False,False,,False,,,,False,,,1386833401273982978,186347409,,False,tl,,1386833401273982978,,2021-04-27,08:45:22
1386836106121859074,3552892393,mgdrolbes,"RT @DOHgovph: Paano nga ba gagawin ang registration ng mga senior citizen? Sinu-sino ang kabilang sa Priority Group A3?

Ito ang Fast Five! Mayroon tayong limang minuto para tanungin ang mga eksperto tungkol sa COVID-19 Vaccines! https://t.co/bFpduukulH",Tue Apr 27 00:14:28 +0000 2021,7,0,False,False,,False,,,,False,,,1386833401273982978,186347409,,False,tl,,1386833401273982978,,2021-04-27,08:45:22
1386833962945843200,196208087,simplejped,"RT @DOHgovph: Paano nga ba gagawin ang registration ng mga senior citizen? Sinu-sino ang kabilang sa Priority Group A3?

Ito ang Fast Five! Mayroon tayong limang minuto para tanungin ang mga eksperto tungkol sa COVID-19 Vaccines! https://t.co/bFpduukulH",Tue Apr 27 00:05:57 +0000 2021,7,0,False,False,,False,,,,False,,,1386833401273982978,186347409,,False,tl,,1386833401273982978,,2021-04-27,08:45:22
1386842734393131011,1165593307600211969,kattaleya_jean,"RT @WHOPhilippines: Appreciate your health workers today! 💙
 
Send them a thank-you message for their hard work in protecting your community from vaccine-preventable diseases.

#VaccinesWork #WorldImmunizationWeek

Photo: WHO/Blink - V Villafranca https://t.co/kTt9Q9cnw9",Tue Apr 27 00:40:48 +0000 2021,1,0,False,False,,False,,,,False,,,1386836544133025794,2218026914,,False,en,,1386836544133025794,,2021-04-27,08:45:22
1386841001885507586,1243752917502291969,PNPMankayanMPS,"RT @WHOPhilippines: Kahit sa kalagitnaan ng #COVID19, kumpletuhin pa rin ang bakuna ng iyong anak upang maprotektahan siya laban sa ibang mga sakit.

Limang🖐 bisita lang ang kailangan hanggang sa unang birthday niya. Bumisita sa pinakamalapit na health center! 

#VaccinesWork #WorldImmunizationWeek https://t.co/4gYmNYycDm",Tue Apr 27 00:33:55 +0000 2021,1,0,False,False,,False,,,,False,,,1386834195591303168,2218026914,,True,tl,,1386834195591303168,,2021-04-27,08:45:22
1386840083500716032,1353657570481721345,Mang_TomasIAm,@DOHgovph Yay Beverly Ho!,Tue Apr 27 00:30:16 +0000 2021,0,0,False,False,,False,DOHgovph,1386833401273982978,186347409,False,,,,,,False,en,,1386833401273982978,,2021-04-27,08:45:23
1386833404805611521,186347409,DOHgovph,"Alamin ang sagot ni Dr. Beverly Ho tungkol sa pagbabakuna kontra COVID-19 ng priority groups A2 at A3.

#RESBAKUNA, kasangga ng mga BIDA! Sama sama tayo sa #BIDABakunation

#BIDASolusyon Plus sa COVID-19
#ExplainExplainExplain
#BIDAangMayDisiplina",Tue Apr 27 00:03:44 +0000 2021,2,3,False,False,,False,DOHgovph,1386833401273982978,186347409,False,,,,,,True,tl,,1386833401273982978,,2021-04-27,08:45:23
1386836547337474051,2218026914,WHOPhilippines,"Health workers are our #VaccineChampions, who bring vaccination services even in the most difficult conditions and remotest corners.

#VaccinesWork #WorldImmunizationWeek",Tue Apr 27 00:16:13 +0000 2021,0,0,False,False,,False,WHOPhilippines,1386836544133025794,2218026914,False,,,,,,True,en,,1386836544133025794,,2021-04-27,08:45:23
1386834199210987520,2218026914,WHOPhilippines,"Protektahan si baby laban sa mga sakit gaya ng:

Beke
Dipterya
German measles
Hepatitis B
Meningitis
Pertussis
Polio
Pulmonya
Tetano
Tigdas
TB

Kumpletuhin ang bakuna ni baby!

#VaccinesWork #WorldImmunizationWeek",Tue Apr 27 00:06:53 +0000 2021,0,0,False,False,,False,WHOPhilippines,1386834195591303168,2218026914,False,,,,,,True,in,,1386834195591303168,,2021-04-27,08:45:23
1386833404805611521,186347409,DOHgovph,"Alamin ang sagot ni Dr. Beverly Ho tungkol sa pagbabakuna kontra COVID-19 ng priority groups A2 at A3.

#RESBAKUNA, kasangga ng mga BIDA! Sama sama tayo sa #BIDABakunation

#BIDASolusyon Plus sa COVID-19
#ExplainExplainExplain
#BIDAangMayDisiplina",Tue Apr 27 00:03:44 +0000 2021,2,3,False,False,,False,DOHgovph,1386833401273982978,186347409,False,,,,,,True,tl,,1386833404805611521,,2021-04-27,09:00:22
1386833401273982978,186347409,DOHgovph,"Paano nga ba gagawin ang registration ng mga senior citizen? Sinu-sino ang kabilang sa Priority Group A3?

Ito ang Fast Five! Mayroon tayong limang minuto para tanungin ang mga eksperto tungkol sa COVID-19 Vaccines! https://t.co/bFpduukulH",Tue Apr 27 00:03:43 +0000 2021,7,7,False,False,False,False,,,,False,,,,,video,False,tl,,1386833401273982978,,2021-04-27,09:00:22
1386836547337474051,2218026914,WHOPhilippines,"Health workers are our #VaccineChampions, who bring vaccination services even in the most difficult conditions and remotest corners.

#VaccinesWork #WorldImmunizationWeek",Tue Apr 27 00:16:13 +0000 2021,0,0,False,False,,False,WHOPhilippines,1386836544133025794,2218026914,False,,,,,,True,en,,1386836547337474051,,2021-04-27,09:00:22
1386836544133025794,2218026914,WHOPhilippines,"Appreciate your health workers today! 💙
 
Send them a thank-you message for their hard work in protecting your community from vaccine-preventable diseases.

#VaccinesWork #WorldImmunizationWeek

Photo: WHO/Blink - V Villafranca https://t.co/kTt9Q9cnw9",Tue Apr 27 00:16:12 +0000 2021,1,6,False,False,False,False,,,,False,,,,,photo,True,en,,1386836544133025794,,2021-04-27,09:00:22
1386834199210987520,2218026914,WHOPhilippines,"Protektahan si baby laban sa mga sakit gaya ng:

Beke
Dipterya
German measles
Hepatitis B
Meningitis
Pertussis
Polio
Pulmonya
Tetano
Tigdas
TB

Kumpletuhin ang bakuna ni baby!

#VaccinesWork #WorldImmunizationWeek",Tue Apr 27 00:06:53 +0000 2021,0,0,False,False,,False,WHOPhilippines,1386834195591303168,2218026914,False,,,,,,True,in,,1386834199210987520,,2021-04-27,09:00:22
1386834195591303168,2218026914,WHOPhilippines,"Kahit sa kalagitnaan ng #COVID19, kumpletuhin pa rin ang bakuna ng iyong anak upang maprotektahan siya laban sa ibang mga sakit.

Limang🖐 bisita lang ang kailangan hanggang sa unang birthday niya. Bumisita sa pinakamalapit na health center! 

#VaccinesWork #WorldImmunizationWeek https://t.co/4gYmNYycDm",Tue Apr 27 00:06:53 +0000 2021,1,3,False,False,False,False,,,,False,,,,,photo,True,tl,,1386834195591303168,,2021-04-27,09:00:22
1386841038749200384,1243752917502291969,PNPMankayanMPS,"RT @DOHgovph: Alamin ang sagot ni Dr. Beverly Ho tungkol sa pagbabakuna kontra COVID-19 ng priority groups A2 at A3.

#RESBAKUNA, kasangga ng mga BIDA! Sama sama tayo sa #BIDABakunation

#BIDASolusyon Plus sa COVID-19
#ExplainExplainExplain
#BIDAangMayDisiplina",Tue Apr 27 00:34:04 +0000 2021,2,0,False,False,,False,,,,False,,,1386833404805611521,186347409,,True,tl,,1386833404805611521,,2021-04-27,09:00:33
1386840705947955203,1157523067775492096,CuruanS,"RT @DOHgovph: Alamin ang sagot ni Dr. Beverly Ho tungkol sa pagbabakuna kontra COVID-19 ng priority groups A2 at A3.

#RESBAKUNA, kasangga ng mga BIDA! Sama sama tayo sa #BIDABakunation

#BIDASolusyon Plus sa COVID-19
#ExplainExplainExplain
#BIDAangMayDisiplina",Tue Apr 27 00:32:45 +0000 2021,2,0,False,False,,False,,,,False,,,1386833404805611521,186347409,,True,tl,,1386833404805611521,,2021-04-27,09:00:33
1386843812480180224,158935327,little_b_o_y,"RT @DOHgovph: Paano nga ba gagawin ang registration ng mga senior citizen? Sinu-sino ang kabilang sa Priority Group A3?

Ito ang Fast Five! Mayroon tayong limang minuto para tanungin ang mga eksperto tungkol sa COVID-19 Vaccines! https://t.co/bFpduukulH",Tue Apr 27 00:45:05 +0000 2021,7,0,False,False,,False,,,,False,,,1386833401273982978,186347409,,False,tl,,1386833401273982978,,2021-04-27,09:00:33
1386841019413458950,1243752917502291969,PNPMankayanMPS,"RT @DOHgovph: Paano nga ba gagawin ang registration ng mga senior citizen? Sinu-sino ang kabilang sa Priority Group A3?

Ito ang Fast Five! Mayroon tayong limang minuto para tanungin ang mga eksperto tungkol sa COVID-19 Vaccines! https://t.co/bFpduukulH",Tue Apr 27 00:33:59 +0000 2021,7,0,False,False,,False,,,,False,,,1386833401273982978,186347409,,False,tl,,1386833401273982978,,2021-04-27,09:00:33
1386840660028780546,1157523067775492096,CuruanS,"RT @DOHgovph: Paano nga ba gagawin ang registration ng mga senior citizen? Sinu-sino ang kabilang sa Priority Group A3?

Ito ang Fast Five! Mayroon tayong limang minuto para tanungin ang mga eksperto tungkol sa COVID-19 Vaccines! https://t.co/bFpduukulH",Tue Apr 27 00:32:34 +0000 2021,7,0,False,False,,False,,,,False,,,1386833401273982978,186347409,,False,tl,,1386833401273982978,,2021-04-27,09:00:33
1386836106121859074,3552892393,mgdrolbes,"RT @DOHgovph: Paano nga ba gagawin ang registration ng mga senior citizen? Sinu-sino ang kabilang sa Priority Group A3?

Ito ang Fast Five! Mayroon tayong limang minuto para tanungin ang mga eksperto tungkol sa COVID-19 Vaccines! https://t.co/bFpduukulH",Tue Apr 27 00:14:28 +0000 2021,7,0,False,False,,False,,,,False,,,1386833401273982978,186347409,,False,tl,,1386833401273982978,,2021-04-27,09:00:33
1386833962945843200,196208087,simplejped,"RT @DOHgovph: Paano nga ba gagawin ang registration ng mga senior citizen? Sinu-sino ang kabilang sa Priority Group A3?

Ito ang Fast Five! Mayroon tayong limang minuto para tanungin ang mga eksperto tungkol sa COVID-19 Vaccines! https://t.co/bFpduukulH",Tue Apr 27 00:05:57 +0000 2021,7,0,False,False,,False,,,,False,,,1386833401273982978,186347409,,False,tl,,1386833401273982978,,2021-04-27,09:00:33
1386842734393131011,1165593307600211969,kattaleya_jean,"RT @WHOPhilippines: Appreciate your health workers today! 💙
 
Send them a thank-you message for their hard work in protecting your community from vaccine-preventable diseases.

#VaccinesWork #WorldImmunizationWeek

Photo: WHO/Blink - V Villafranca https://t.co/kTt9Q9cnw9",Tue Apr 27 00:40:48 +0000 2021,1,0,False,False,,False,,,,False,,,1386836544133025794,2218026914,,False,en,,1386836544133025794,,2021-04-27,09:00:33
1386841001885507586,1243752917502291969,PNPMankayanMPS,"RT @WHOPhilippines: Kahit sa kalagitnaan ng #COVID19, kumpletuhin pa rin ang bakuna ng iyong anak upang maprotektahan siya laban sa ibang mga sakit.

Limang🖐 bisita lang ang kailangan hanggang sa unang birthday niya. Bumisita sa pinakamalapit na health center! 

#VaccinesWork #WorldImmunizationWeek https://t.co/4gYmNYycDm",Tue Apr 27 00:33:55 +0000 2021,1,0,False,False,,False,,,,False,,,1386834195591303168,2218026914,,True,tl,,1386834195591303168,,2021-04-27,09:00:33
1386840083500716032,1353657570481721345,Mang_TomasIAm,@DOHgovph Yay Beverly Ho!,Tue Apr 27 00:30:16 +0000 2021,0,0,False,False,,False,DOHgovph,1386833401273982978,186347409,False,,,,,,False,en,,1386833401273982978,,2021-04-27,09:00:34
1386833404805611521,186347409,DOHgovph,"Alamin ang sagot ni Dr. Beverly Ho tungkol sa pagbabakuna kontra COVID-19 ng priority groups A2 at A3.

#RESBAKUNA, kasangga ng mga BIDA! Sama sama tayo sa #BIDABakunation

#BIDASolusyon Plus sa COVID-19
#ExplainExplainExplain
#BIDAangMayDisiplina",Tue Apr 27 00:03:44 +0000 2021,2,3,False,False,,False,DOHgovph,1386833401273982978,186347409,False,,,,,,True,tl,,1386833401273982978,,2021-04-27,09:00:34
1386836547337474051,2218026914,WHOPhilippines,"Health workers are our #VaccineChampions, who bring vaccination services even in the most difficult conditions and remotest corners.

#VaccinesWork #WorldImmunizationWeek",Tue Apr 27 00:16:13 +0000 2021,0,0,False,False,,False,WHOPhilippines,1386836544133025794,2218026914,False,,,,,,True,en,,1386836544133025794,,2021-04-27,09:00:34
1386834199210987520,2218026914,WHOPhilippines,"Protektahan si baby laban sa mga sakit gaya ng:

Beke
Dipterya
German measles
Hepatitis B
Meningitis
Pertussis
Polio
Pulmonya
Tetano
Tigdas
TB

Kumpletuhin ang bakuna ni baby!

#VaccinesWork #WorldImmunizationWeek",Tue Apr 27 00:06:53 +0000 2021,0,0,False,False,,False,WHOPhilippines,1386834195591303168,2218026914,False,,,,,,True,in,,1386834195591303168,,2021-04-27,09:00:34
1386833404805611521,186347409,DOHgovph,"Alamin ang sagot ni Dr. Beverly Ho tungkol sa pagbabakuna kontra COVID-19 ng priority groups A2 at A3.

#RESBAKUNA, kasangga ng mga BIDA! Sama sama tayo sa #BIDABakunation

#BIDASolusyon Plus sa COVID-19
#ExplainExplainExplain
#BIDAangMayDisiplina",Tue Apr 27 00:03:44 +0000 2021,3,3,False,False,,False,DOHgovph,1386833401273982978,186347409,False,,,,,,True,tl,,1386833404805611521,,2021-04-27,09:15:12
1386833401273982978,186347409,DOHgovph,"Paano nga ba gagawin ang registration ng mga senior citizen? Sinu-sino ang kabilang sa Priority Group A3?

Ito ang Fast Five! Mayroon tayong limang minuto para tanungin ang mga eksperto tungkol sa COVID-19 Vaccines! https://t.co/bFpduukulH",Tue Apr 27 00:03:43 +0000 2021,8,8,False,False,False,False,,,,False,,,,,video,False,tl,,1386833401273982978,,2021-04-27,09:15:12
